Gender,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,HasStreaming
Male,Yes,No,59,No,No,DSL,Two year,high,No,Yes
Female,Yes,No,70,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,14,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,44,Yes,Yes,DSL,Month-to-month,low,No,No
Female,Yes,No,64,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,Yes,58,No,No,DSL,Two year,low,No,Yes
Female,Yes,No,46,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,No,58,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,30,No,No,DSL,Month-to-month,low,Yes,Yes
Male,No,No,11,Yes,Yes,DSL,Month-to-month,high,No,No
Female,No,No,34,No,No,DSL,Month-to-month,low,No,Yes
Male,No,No,54,No,No,DSL,Two year,low,No,Yes
Female,No,No,3,No,No,DSL,Month-to-month,low,Yes,Yes
Female,Yes,Yes,72,Yes,Yes,No,Two year,low,No,No
Female,Yes,Yes,40,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,2,Yes,No,DSL,Month-to-month,high,Yes,Yes
Male,Yes,Yes,54,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,14,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,10,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,1,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,1,Yes,No,No,Month-to-month,low,Yes,No
Male,No,No,56,Yes,Yes,DSL,One year,high,No,No
Female,Yes,No,68,Yes,No,DSL,Two year,high,No,Yes
Female,Yes,Yes,14,Yes,No,No,One year,low,No,No
Male,Yes,Yes,68,Yes,No,Fiber optic,Two year,high,No,Yes
Male,Yes,No,55,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,16,No,No,DSL,Month-to-month,low,No,Yes
Male,No,No,9,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,14,Yes,No,DSL,Month-to-month,high,Yes,Yes
Male,Yes,No,58,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,53,No,No,DSL,Month-to-month,low,No,Yes
Male,Yes,No,70,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,Yes,14,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,22,Yes,No,DSL,One year,high,Yes,Yes
Female,Yes,No,10,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,Yes,Yes,29,Yes,Yes,No,Two year,low,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,49,Yes,Yes,DSL,One year,high,Yes,Yes
Female,Yes,No,68,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,30,No,No,DSL,One year,low,No,Yes
Female,Yes,No,72,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,10,Yes,No,No,Month-to-month,low,No,No
Male,No,No,7,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,9,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,Yes,1,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,20,Yes,Yes,DSL,Month-to-month,high,No,Yes
Female,No,No,1,Yes,No,No,Month-to-month,low,No,No
Female,No,No,29,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,No,3,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,20,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,Yes,64,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,1,Yes,No,No,Month-to-month,low,Yes,No
Female,No,No,6,No,No,DSL,Month-to-month,low,No,No
Male,Yes,No,50,Yes,No,No,Two year,low,No,No
Male,No,No,6,Yes,No,DSL,Month-to-month,low,No,Yes
Male,Yes,Yes,7,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,No,8,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,67,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,No,24,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,33,Yes,No,No,One year,low,No,No
Male,No,No,2,No,No,DSL,Month-to-month,low,Yes,No
Male,Yes,No,70,Yes,No,DSL,Two year,high,No,Yes
Female,No,No,22,Yes,No,DSL,One year,high,No,Yes
Female,No,No,59,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,36,Yes,No,No,One year,low,No,No
Female,Yes,Yes,51,Yes,No,No,Two year,low,No,No
Male,Yes,No,53,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,Yes,20,Yes,No,No,One year,low,No,No
Male,Yes,No,63,Yes,No,Fiber optic,Two year,high,No,Yes
Female,No,No,40,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,No,35,Yes,No,No,One year,low,No,No
Male,Yes,Yes,26,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,No,27,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,Yes,53,Yes,No,DSL,One year,high,No,No
Male,Yes,No,34,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,19,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,43,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,Yes,Yes,6,Yes,No,No,Month-to-month,low,No,No
Male,No,Yes,56,Yes,Yes,No,Two year,low,No,No
Male,No,No,57,No,No,DSL,Month-to-month,low,Yes,Yes
Male,Yes,Yes,34,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,10,No,No,DSL,Month-to-month,low,No,No
Female,No,No,1,Yes,No,No,Month-to-month,low,Yes,No
Female,No,No,13,No,No,DSL,Month-to-month,low,Yes,No
Male,No,No,56,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,55,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,36,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,47,Yes,No,No,One year,low,No,No
Female,Yes,Yes,12,Yes,No,No,Month-to-month,low,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,24,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,63,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,No,No,35,No,No,DSL,Month-to-month,low,No,Yes
Female,No,No,67,Yes,No,DSL,One year,high,No,No
Male,No,No,25,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,21,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,13,Yes,No,DSL,Month-to-month,high,No,Yes
Male,Yes,No,35,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,71,Yes,Yes,No,Two year,low,No,No
Female,No,No,29,Yes,No,No,Month-to-month,low,No,No
Male,Yes,No,71,No,No,DSL,Two year,low,Yes,Yes
Male,Yes,No,7,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,57,No,No,DSL,Month-to-month,low,No,Yes
Male,Yes,No,65,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,27,Yes,No,No,One year,low,No,No
Male,No,No,6,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,No,No,11,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,Yes,39,Yes,Yes,No,Two year,low,No,No
Female,No,No,59,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,No,No,26,Yes,No,DSL,One year,high,No,Yes
Male,No,No,2,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,72,No,No,DSL,Two year,high,No,Yes
Male,Yes,No,65,Yes,Yes,DSL,One year,high,No,No
Male,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,6,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,32,Yes,No,No,One year,low,No,No
Female,Yes,No,50,Yes,Yes,DSL,One year,high,No,Yes
Male,Yes,No,61,No,No,DSL,Two year,high,No,Yes
Female,No,No,15,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,9,Yes,No,No,Month-to-month,low,Yes,No
Female,No,No,1,Yes,No,No,Month-to-month,low,No,No
Female,No,No,12,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,37,No,No,DSL,Month-to-month,low,Yes,No
Male,Yes,Yes,61,Yes,No,No,One year,low,No,No
Male,Yes,Yes,18,Yes,No,No,One year,low,No,No
Male,No,Yes,21,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,Yes,68,No,No,DSL,Two year,low,No,Yes
Male,No,No,12,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,2,No,No,DSL,Month-to-month,low,Yes,No
Female,Yes,No,62,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,29,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,Yes,1,No,No,DSL,Month-to-month,low,No,No
Male,Yes,No,5,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,No,Yes,62,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,Yes,36,Yes,No,No,Two year,low,No,No
Female,No,No,28,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,69,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,No,11,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,63,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,23,Yes,No,No,One year,low,No,No
Male,No,No,10,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,71,Yes,Yes,No,Two year,low,No,No
Female,No,No,45,Yes,Yes,DSL,Month-to-month,high,No,Yes
Female,Yes,Yes,70,Yes,Yes,No,Two year,low,No,No
Female,No,Yes,22,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,52,Yes,Yes,No,Two year,low,No,No
Male,Yes,No,55,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,No,No,65,No,No,DSL,Two year,low,No,Yes
Female,Yes,Yes,72,Yes,No,No,Two year,low,No,No
Male,Yes,No,10,Yes,No,No,One year,low,No,No
Female,No,Yes,7,Yes,No,No,One year,low,No,No
Male,No,No,5,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,24,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,21,No,No,DSL,Month-to-month,low,No,Yes
Male,Yes,No,69,No,No,DSL,One year,high,No,Yes
Male,Yes,Yes,44,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,61,Yes,Yes,DSL,One year,high,No,Yes
Male,No,No,24,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,6,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,No,4,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,14,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,No,No,7,Yes,Yes,No,Month-to-month,low,No,No
Female,No,No,48,Yes,No,Fiber optic,One year,high,No,No
Male,Yes,Yes,55,Yes,No,No,One year,low,No,No
Male,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,No,No,45,Yes,No,Fiber optic,One year,high,No,Yes
Male,No,No,3,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,71,Yes,No,No,Two year,low,No,No
Male,Yes,No,8,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,3,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,69,Yes,No,DSL,Two year,high,No,Yes
Male,Yes,Yes,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,11,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,71,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,33,No,No,DSL,Two year,low,No,Yes
Female,No,No,16,Yes,No,No,One year,low,No,No
Female,Yes,No,56,Yes,Yes,Fiber optic,One year,high,No,No
Female,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,No,No,5,Yes,No,DSL,Month-to-month,high,Yes,Yes
Male,Yes,Yes,57,Yes,No,No,One year,low,No,No
Male,Yes,Yes,56,No,No,DSL,One year,low,No,No
Male,No,No,8,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,22,Yes,No,DSL,Month-to-month,high,Yes,No
Female,No,No,1,Yes,No,No,Month-to-month,low,No,No
Female,No,Yes,40,Yes,No,DSL,Month-to-month,high,No,Yes
Male,Yes,Yes,46,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,63,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,68,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,69,Yes,No,Fiber optic,Two year,high,No,Yes
Female,Yes,No,56,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,Yes,Yes,10,Yes,No,DSL,One year,high,No,Yes
Male,No,No,63,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,24,No,No,DSL,Two year,low,No,Yes
Female,No,No,19,Yes,Yes,DSL,Month-to-month,low,No,No
Male,Yes,Yes,22,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,29,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,13,Yes,Yes,DSL,One year,high,Yes,Yes
Female,Yes,No,70,Yes,Yes,No,Two year,low,No,No
Female,Yes,No,49,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,43,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,No,No,3,Yes,No,No,Month-to-month,low,Yes,No
Male,Yes,Yes,42,Yes,No,DSL,One year,high,No,Yes
Male,No,No,57,Yes,No,DSL,One year,low,No,No
Male,No,No,2,Yes,No,DSL,Month-to-month,high,Yes,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,46,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,66,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,62,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,Yes,No,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,Yes,35,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,No,17,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,72,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,Yes,28,Yes,No,No,One year,low,No,No
Male,Yes,No,56,Yes,Yes,No,Two year,low,Yes,No
Female,No,No,31,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,45,Yes,No,No,One year,low,No,No
Female,No,No,1,Yes,Yes,No,Month-to-month,low,No,No
Female,No,No,2,Yes,No,DSL,Month-to-month,low,Yes,No
Female,No,No,6,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,48,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,25,Yes,Yes,No,Month-to-month,low,No,No
Male,Yes,Yes,64,Yes,No,No,Two year,low,No,No
Male,No,No,50,No,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,52,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,No,4,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,32,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,45,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,9,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,66,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,No,Yes,3,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,54,Yes,No,No,Two year,low,No,No
Female,Yes,Yes,1,No,No,DSL,Month-to-month,low,Yes,Yes
Female,Yes,Yes,64,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,31,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,14,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,12,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,No,67,Yes,No,DSL,One year,high,No,No
Female,Yes,Yes,35,Yes,Yes,DSL,Month-to-month,high,Yes,Yes
Female,No,No,45,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,10,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,29,Yes,Yes,DSL,Month-to-month,low,No,No
Female,No,No,24,Yes,Yes,No,One year,low,No,No
Male,Yes,Yes,66,Yes,No,No,Two year,low,No,No
Male,No,No,51,Yes,No,Fiber optic,One year,high,No,Yes
Female,Yes,No,45,Yes,Yes,No,Two year,low,No,No
Female,Yes,No,49,Yes,No,No,One year,low,No,No
Female,Yes,No,29,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,40,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,37,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,25,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,22,No,No,DSL,Month-to-month,low,No,Yes
Male,No,No,72,No,No,DSL,Two year,high,No,Yes
Female,No,No,7,No,No,DSL,Month-to-month,low,Yes,Yes
Male,Yes,Yes,33,Yes,No,DSL,Two year,high,No,Yes
Female,No,No,23,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,No,24,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,69,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,Yes,3,Yes,No,No,One year,low,No,No
Male,No,No,56,Yes,No,DSL,One year,high,No,Yes
Male,No,No,65,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,No,71,Yes,No,No,One year,low,No,No
Female,No,No,14,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,2,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,32,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,No,No,40,Yes,No,DSL,Month-to-month,high,No,Yes
Male,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,7,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,15,Yes,Yes,DSL,Month-to-month,low,No,No
Female,Yes,Yes,17,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,19,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,71,Yes,Yes,No,Two year,low,No,No
Female,Yes,Yes,54,Yes,Yes,DSL,Two year,low,No,No
Male,Yes,No,31,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,11,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,18,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,71,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,5,No,No,DSL,Month-to-month,low,No,Yes
Male,Yes,No,38,Yes,Yes,DSL,One year,high,No,Yes
Male,No,Yes,5,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,2,Yes,No,DSL,Month-to-month,low,Yes,No
Female,No,No,52,Yes,Yes,DSL,Two year,low,No,No
Female,No,No,8,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,68,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,Yes,69,Yes,No,No,One year,low,No,No
Female,Yes,No,42,Yes,Yes,DSL,Month-to-month,high,No,No
Female,No,No,50,Yes,No,Fiber optic,Two year,high,No,Yes
Female,No,No,1,Yes,No,No,Month-to-month,low,Yes,No
Male,Yes,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,33,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,7,Yes,No,No,Month-to-month,low,No,No
Male,Yes,Yes,64,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,59,Yes,No,No,Two year,low,No,No
Female,Yes,No,6,Yes,Yes,DSL,Month-to-month,low,No,No
Female,No,No,3,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,15,Yes,No,No,Month-to-month,low,No,No
Male,Yes,Yes,13,Yes,No,DSL,One year,high,No,Yes
Female,No,No,23,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,31,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,29,Yes,No,DSL,One year,low,No,No
Female,Yes,No,49,Yes,No,No,One year,low,No,No
Female,Yes,No,56,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,63,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,63,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,Yes,24,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,Yes,No,36,Yes,No,DSL,One year,low,No,No
Female,No,No,9,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,3,No,No,DSL,Month-to-month,low,Yes,No
Female,Yes,No,21,Yes,No,DSL,One year,high,No,Yes
Male,Yes,Yes,13,Yes,Yes,No,One year,low,No,No
Male,Yes,Yes,1,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,25,Yes,No,No,One year,low,No,No
Male,Yes,Yes,71,Yes,No,No,Two year,low,No,No
Male,No,No,66,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,No,No,45,Yes,No,Fiber optic,One year,high,No,Yes
Female,Yes,No,22,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,67,Yes,No,No,One year,low,No,No
Female,Yes,No,68,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,Yes,0,Yes,No,No,Two year,low,No,No
Female,No,No,49,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,4,Yes,Yes,DSL,Month-to-month,low,No,No
Male,Yes,No,63,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,No,2,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,21,Yes,No,No,One year,low,No,No
Male,Yes,Yes,55,Yes,No,DSL,Two year,low,Yes,No
Male,No,Yes,1,Yes,No,No,Month-to-month,low,No,No
Female,No,No,17,Yes,No,No,Two year,low,No,No
Male,No,No,30,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,22,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,9,Yes,No,DSL,Month-to-month,low,No,Yes
Male,Yes,Yes,1,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,21,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,19,Yes,Yes,DSL,Month-to-month,low,No,No
Female,Yes,Yes,69,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,1,No,No,DSL,Month-to-month,low,Yes,No
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,70,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,66,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,7,No,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,46,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,39,No,No,DSL,Month-to-month,low,Yes,Yes
Female,Yes,Yes,32,Yes,Yes,DSL,Month-to-month,high,No,No
Male,No,No,24,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,6,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,37,Yes,Yes,DSL,Month-to-month,high,No,Yes
Male,No,Yes,8,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,71,No,No,DSL,Two year,low,No,No
Female,Yes,No,16,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,57,No,No,DSL,Month-to-month,low,No,Yes
Male,No,No,66,Yes,Yes,No,One year,low,No,No
Female,No,No,17,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,Yes,21,Yes,No,No,Month-to-month,low,No,No
Male,Yes,No,66,Yes,Yes,DSL,Two year,high,No,No
Female,Yes,No,17,Yes,Yes,DSL,Month-to-month,high,No,Yes
Male,No,Yes,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,58,Yes,No,DSL,One year,high,Yes,No
Female,Yes,Yes,8,Yes,No,No,Month-to-month,low,No,No
Male,No,No,27,Yes,No,DSL,One year,high,No,Yes
Male,Yes,No,34,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,30,Yes,No,Fiber optic,One year,high,No,Yes
Male,No,No,33,Yes,No,DSL,Month-to-month,high,No,Yes
Male,No,Yes,1,No,No,DSL,Month-to-month,low,Yes,No
Male,Yes,Yes,14,Yes,Yes,DSL,Month-to-month,high,No,Yes
Female,No,Yes,16,Yes,Yes,Fiber optic,One year,high,No,No
Female,No,No,49,Yes,No,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,19,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,70,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,Yes,32,Yes,No,DSL,Month-to-month,high,No,No
Female,No,No,18,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,No,37,No,No,DSL,Two year,low,No,No
Female,No,No,4,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,16,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,Yes,No,17,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,No,Yes,19,Yes,No,DSL,Month-to-month,high,No,No
Male,Yes,No,60,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,51,Yes,Yes,No,Two year,low,No,No
Male,Yes,Yes,28,Yes,No,No,Two year,low,No,No
Male,No,No,43,Yes,No,DSL,Two year,low,No,Yes
Male,Yes,No,42,Yes,No,No,Two year,low,No,No
